# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 07:05:07 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-74 b,K2-74,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,19.56660000000,0.1402000000,2.31000000,0.20608440,,,,,59.1000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6060.00,0.980000,0.960000,,,4.444000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,377.82200000,12.7150000,11.0680000,12.4364000,2016-07-14,2016-09,2016-07-18
K2-75 b,K2-75,1,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,7.81420000000,0.0810000000,2.67000000,0.23820145,,,,,430.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5995.00,1.560000,1.160000,,,4.118000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2016-07-14,2016-09,2016-07-18
K2-75 b,K2-75,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.81794900000,,2.54862479,0.22737307,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,6022.00,1.238022,1.173509,0.3000,[Fe/H],4.260000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2018-02-14,2018-03,2018-02-15
K2-75 b,K2-75,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.81751000000,,3.08000000,0.27500000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.492000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2019-09-05,2019-09,2019-09-05
K2-75 b,K2-75,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,7.81733990000,,2.16000000,0.19270229,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5800.00,1.010000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2015-12-05,2016-01,2015-12-05
K2-75 c,K2-75,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.28900000000,,3.16000000,0.28200000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.492000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2019-09-05,2019-09,2019-09-05
K2-75 c,K2-75,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,18.28606900000,,2.62624197,0.23429761,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,6022.00,1.238022,1.173509,0.3000,[Fe/H],4.260000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2018-02-14,2018-03,2018-02-15
K2-75 c,K2-75,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,18.28325700000,,2.31000000,0.20608440,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5800.00,1.010000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2015-12-05,2016-01,2015-12-05
K2-75 c,K2-75,1,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,18.31100000000,0.1429000000,2.77000000,0.24712285,,,,,138.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5995.00,1.560000,1.160000,,,4.118000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.93000000,12.8030000,11.1780000,12.5886000,2016-07-14,2016-09,2016-07-18
K2-76 b,K2-76,1,REFUTED,Shporer et al. 2017,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.98934000000,,14.77000000,1.31800000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.726000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.33400000,13.3630000,11.4840000,13.0146000,2019-09-05,2019-09,2019-09-05
K2-76 b,K2-76,0,REFUTED,Shporer et al. 2017,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,11.98968600000,,9.01000000,0.80381836,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5700.00,0.960000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.33400000,13.3630000,11.4840000,13.0146000,2015-12-05,2016-01,2015-12-05
K2-76 b,K2-76,0,REFUTED,Shporer et al. 2017,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,23.97260000000,,11.10000000,0.99000000,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.33400000,13.3630000,11.4840000,13.0146000,2016-07-18,2016-09,2016-07-18
K2-76 b,K2-76,0,REFUTED,Shporer et al. 2017,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,11.99899626000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5759.00,1.574420,1.030000,0.0200,[M/H],4.056660,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.33400000,13.3630000,11.4840000,13.0146000,2016-12-21,2016-10,2016-12-21
K2-76 b,K2-76,0,REFUTED,Shporer et al. 2017,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,11.98970000000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5759.00,1.574420,1.030000,0.0200,[M/H],4.056660,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.33400000,13.3630000,11.4840000,13.0146000,2016-06-09,2016-06,2016-06-09
K2-77 b,K2-77,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,8.19979600000,,2.30000000,0.20519226,603.87700000,1.90000000,Mass,0.140000,58.0000,,0,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,,4970.00,0.760000,0.800000,0.2900,[Fe/H],4.470000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.73100000,12.2240000,9.7990000,11.9202000,2016-09-27,2017-01,2016-09-29
K2-77 b,K2-77,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.20075000000,0.0760000000,2.47000000,0.22035864,,,,,83.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5297.00,0.830000,0.870000,,,4.544000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.73100000,12.2240000,9.7990000,11.9202000,2016-09-27,2016-09,2016-07-18
K2-77 b,K2-77,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.20023000000,,2.53000000,0.22600000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.782000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.73100000,12.2240000,9.7990000,11.9202000,2019-09-05,2019-09,2019-09-05
K2-77 b,K2-77,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,8.20008440000,0.0753000000,2.49960270,0.22300000,,,,0.290000,,806.00,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5160.00,0.792000,0.847000,0.1300,[Fe/H],4.569000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.73100000,12.2240000,9.7990000,11.9202000,2024-11-20,2023-04,2024-11-20
K2-77 b,K2-77,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,8.19981400000,,2.49801045,0.22285756,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5070.00,0.783982,0.851503,0.1200,[Fe/H],4.670000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.73100000,12.2240000,9.7990000,11.9202000,2018-02-14,2018-03,2018-02-15
K2-77 b,K2-77,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,8.20080000000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4865.60,0.793476,0.793000,0.2370,[M/H],4.538270,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.73100000,12.2240000,9.7990000,11.9202000,2017-12-14,2017-12,2017-12-14
K2-77 b,K2-77,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,8.20008746059,,2.79975419,0.24977777,,,,,58.2025,704.46,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4865.60,0.793476,,,,4.540000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.73100000,12.2240000,9.7990000,11.9202000,2024-12-10,2017-07,2024-12-10
K2-78 b,K2-78,1,REFUTED,Cabrera et al. 2017,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.29016000000,,1.42000000,0.12700000,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h48m54.13s,57.2255456,+13d28m59.30s,13.4831393,146.90500000,12.1780000,9.8900000,11.8935000,2016-07-18,2016-09,2016-07-18
K2-78 b,K2-78,0,REFUTED,Cabrera et al. 2017,1,0,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.29418500000,,1.95611000,0.17451275,,,,,304.4789,1065.39,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5062.00,0.707445,,,,4.620000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h48m54.13s,57.2255456,+13d28m59.30s,13.4831393,146.90500000,12.1780000,9.8900000,11.8935000,2022-08-09,2017-07,2022-08-09
K2-79 b,K2-79,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,10.99394800000,,3.14685573,0.28074366,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5839.00,1.038427,1.061950,0.2000,[Fe/H],4.410000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.01100000,12.1520000,9.9070000,11.8031000,2018-02-14,2018-03,2018-02-15
K2-79 b,K2-79,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.99470000000,0.0988000000,4.09000000,0.36488599,9.20000000,0.02894644,Mass,0.230000,181.0000,1022.00,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5897.00,1.265000,1.066000,0.0350,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.01100000,12.1520000,9.9070000,11.8031000,2023-04-17,2023-04,2023-04-17
K2-79 b,K2-79,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,10.99497000000,,3.99000000,0.35596457,3.80000000,0.01195614,Mass,,174.0000,925.00,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5853.00,1.247000,1.010000,0.0000,[Fe/H],4.180000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.01100000,12.1520000,9.9070000,11.8031000,2025-09-17,2025-06,2025-09-17
K2-79 b,K2-79,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,21.99036193738,,4.60346552,0.41069439,,,,,56.4701,699.16,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5294.00,1.334170,,,,4.146690,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.01100000,12.1520000,9.9070000,11.8031000,2024-04-07,2017-07,2024-04-07
K2-79 b,K2-79,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DUCK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..136D/abstract target=ref>Duck et al. 2021</a>,10.99474800000,,4.05000000,0.36131742,,,,,,,0,<a refstr=DUCK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..136D/abstract target=ref>Duck et al. 2021</a>,,5926.00,1.247000,1.060000,,,4.249000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.01100000,12.1520000,9.9070000,11.8031000,2022-08-23,2021-10,2022-08-23
K2-79 b,K2-79,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.99501000000,,4.55000000,0.40600000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.370400,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.01100000,12.1520000,9.9070000,11.8031000,2019-09-05,2019-09,2019-09-05
K2-79 b,K2-79,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,10.99573000000,0.0987000000,3.69000000,0.32919975,,,,,186.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5926.00,1.280000,1.060000,,,4.249000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.01100000,12.1520000,9.9070000,11.8031000,2016-07-14,2016-09,2016-07-18
